benchmark,onnx_file,vnnlib_file,verdict,wall_s,vnncomp_timeout_s,m,ell,epsilon,coverage,coverage_empirical,coverage_n_test,confidence,cex_x,cex_y,error,timestamp
acasxu_2023,ACASXU_run2a_1_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.8,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:25:20.603584+00:00
acasxu_2023,ACASXU_run2a_1_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.4,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:26:37.016495+00:00
acasxu_2023,ACASXU_run2a_1_7_batch_2000.onnx,prop_3.vnnlib,SAT,2.7,116,8000,7999,0.001,,,0,,"[-0.29983821511268616, 0.004844718147069216, 0.4964596629142761, 0.3207450211048126, 0.49337038397789]","[-0.020312519744038582, -0.018860207870602608, -0.018982693552970886, -0.01793908141553402, -0.0179126039147377]",,2026-05-02T04:26:44.637259+00:00
acasxu_2023,ACASXU_run2a_1_8_batch_2000.onnx,prop_3.vnnlib,SAT,2.7,116,8000,7999,0.001,,,0,,"[-0.29983821511268616, 0.004844718147069216, 0.4964596629142761, 0.3207450211048126, 0.49337038397789]","[-0.02025613747537136, -0.019060764461755753, -0.019045403227210045, -0.017956677824258804, -0.01797468028962612]",,2026-05-02T04:26:51.959007+00:00
acasxu_2023,ACASXU_run2a_1_9_batch_2000.onnx,prop_3.vnnlib,SAT,2.7,116,8000,7999,0.001,,,0,,"[-0.29983821511268616, 0.004844718147069216, 0.4964596629142761, 0.3207450211048126, 0.49337038397789]","[-0.020170805975794792, -0.019079508259892464, -0.01904105953872204, -0.018152059987187386, -0.018214842304587364]",,2026-05-02T04:26:59.236030+00:00
acasxu_2023,ACASXU_run2a_2_1_batch_2000.onnx,prop_3.vnnlib,UNKNOWN,72.5,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:28:16.487552+00:00
acasxu_2023,ACASXU_run2a_2_2_batch_2000.onnx,prop_3.vnnlib,UNKNOWN,73.0,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:29:34.376213+00:00
acasxu_2023,ACASXU_run2a_2_3_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:30:51.309339+00:00
acasxu_2023,ACASXU_run2a_2_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:32:08.415432+00:00
acasxu_2023,ACASXU_run2a_2_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.6,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:33:25.849606+00:00
acasxu_2023,ACASXU_run2a_2_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.0,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:34:40.912377+00:00
acasxu_2023,ACASXU_run2a_2_7_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.3,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:35:58.240735+00:00
acasxu_2023,ACASXU_run2a_2_8_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.3,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:37:14.455539+00:00
acasxu_2023,ACASXU_run2a_2_9_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:38:29.502690+00:00
acasxu_2023,ACASXU_run2a_3_1_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.7,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:39:47.220599+00:00
acasxu_2023,ACASXU_run2a_3_2_batch_2000.onnx,prop_3.vnnlib,UNKNOWN,72.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:41:04.216903+00:00
acasxu_2023,ACASXU_run2a_3_3_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:42:20.367497+00:00
acasxu_2023,ACASXU_run2a_3_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.5,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:43:36.718601+00:00
acasxu_2023,ACASXU_run2a_3_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.8,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:44:53.393322+00:00
acasxu_2023,ACASXU_run2a_3_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.4,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:46:08.722809+00:00
acasxu_2023,ACASXU_run2a_3_7_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:47:23.771382+00:00
acasxu_2023,ACASXU_run2a_3_8_batch_2000.onnx,prop_3.vnnlib,UNSAT,73.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:48:41.959406+00:00
acasxu_2023,ACASXU_run2a_3_9_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:49:58.869190+00:00
acasxu_2023,ACASXU_run2a_4_1_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:51:14.750752+00:00
acasxu_2023,ACASXU_run2a_4_2_batch_2000.onnx,prop_3.vnnlib,UNKNOWN,72.0,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:52:31.720775+00:00
acasxu_2023,ACASXU_run2a_4_3_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:53:47.749190+00:00
acasxu_2023,ACASXU_run2a_4_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.5,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:55:05.177909+00:00
acasxu_2023,ACASXU_run2a_4_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.7,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:56:22.774466+00:00
acasxu_2023,ACASXU_run2a_4_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.5,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:57:39.125785+00:00
acasxu_2023,ACASXU_run2a_4_7_batch_2000.onnx,prop_3.vnnlib,UNSAT,73.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T04:58:57.166485+00:00
acasxu_2023,ACASXU_run2a_4_8_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.4,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:00:12.438641+00:00
acasxu_2023,ACASXU_run2a_4_9_batch_2000.onnx,prop_3.vnnlib,UNSAT,80.8,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:01:38.149452+00:00
acasxu_2023,ACASXU_run2a_5_1_batch_2000.onnx,prop_3.vnnlib,UNKNOWN,71.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:02:54.905552+00:00
acasxu_2023,ACASXU_run2a_5_2_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:04:12.628551+00:00
acasxu_2023,ACASXU_run2a_5_3_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.3,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:05:29.842833+00:00
acasxu_2023,ACASXU_run2a_5_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,73.3,116,8000,7999,0.001,0.9990,0.9990,1000,0.9970,,,,2026-05-02T05:06:48.041083+00:00
acasxu_2023,ACASXU_run2a_5_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,72.6,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:08:05.515547+00:00
acasxu_2023,ACASXU_run2a_5_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:09:20.671384+00:00
acasxu_2023,ACASXU_run2a_5_7_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:10:36.491196+00:00
acasxu_2023,ACASXU_run2a_5_8_batch_2000.onnx,prop_3.vnnlib,UNSAT,71.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:11:52.451062+00:00
acasxu_2023,ACASXU_run2a_5_9_batch_2000.onnx,prop_3.vnnlib,UNSAT,70.7,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:13:08.088908+00:00
acasxu_2023,ACASXU_run2a_1_1_batch_2000.onnx,prop_4.vnnlib,UNKNOWN,72.3,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:14:25.192358+00:00
acasxu_2023,ACASXU_run2a_1_2_batch_2000.onnx,prop_4.vnnlib,UNKNOWN,71.7,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:15:41.804447+00:00
acasxu_2023,ACASXU_run2a_1_3_batch_2000.onnx,prop_4.vnnlib,UNKNOWN,72.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:16:58.838579+00:00
acasxu_2023,ACASXU_run2a_1_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.6,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:18:15.397800+00:00
acasxu_2023,ACASXU_run2a_1_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.6,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:19:32.929444+00:00
acasxu_2023,ACASXU_run2a_1_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:20:50.038921+00:00
acasxu_2023,ACASXU_run2a_1_7_batch_2000.onnx,prop_4.vnnlib,SAT,2.7,116,8000,7999,0.001,,,0,,"[-0.29983821511268616, 0.004844718147069216, 0.0, 0.33704090118408203, 0.1639043241739273]","[-0.01773252710700035, -0.017429588362574577, -0.017247619107365608, -0.016166942194104195, -0.01583857834339142]",,2026-05-02T05:20:57.649611+00:00
acasxu_2023,ACASXU_run2a_1_8_batch_2000.onnx,prop_4.vnnlib,SAT,1.1,116,8000,7999,0.001,,,0,,"[-0.29983821511268616, 0.004844718147069216, 0.0, 0.33704090118408203, 0.1639043241739273]","[-0.019835203886032104, -0.017432179301977158, -0.017909709364175797, -0.016368452459573746, -0.017077092081308365]",,2026-05-02T05:21:03.363280+00:00
acasxu_2023,ACASXU_run2a_1_9_batch_2000.onnx,prop_4.vnnlib,SAT,2.7,116,8000,7999,0.001,,,0,,"[-0.29983821511268616, 0.004844718147069216, 0.0, 0.33704090118408203, 0.1639043241739273]","[-0.019781168550252914, -0.017917824909090996, -0.018115805462002754, -0.0169698316603899, -0.017324324697256088]",,2026-05-02T05:21:10.655572+00:00
acasxu_2023,ACASXU_run2a_2_1_batch_2000.onnx,prop_4.vnnlib,UNKNOWN,68.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:22:24.187554+00:00
acasxu_2023,ACASXU_run2a_2_2_batch_2000.onnx,prop_4.vnnlib,UNKNOWN,72.5,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:23:41.521507+00:00
acasxu_2023,ACASXU_run2a_2_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.3,116,8000,7999,0.001,0.9990,0.9990,1000,0.9970,,,,2026-05-02T05:24:58.630622+00:00
acasxu_2023,ACASXU_run2a_2_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.0,116,8000,7999,0.001,0.9990,0.9990,1000,0.9970,,,,2026-05-02T05:26:15.567241+00:00
acasxu_2023,ACASXU_run2a_2_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.6,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:27:33.156906+00:00
acasxu_2023,ACASXU_run2a_2_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:28:50.250589+00:00
acasxu_2023,ACASXU_run2a_2_7_batch_2000.onnx,prop_4.vnnlib,UNSAT,73.8,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:30:08.912246+00:00
acasxu_2023,ACASXU_run2a_2_8_batch_2000.onnx,prop_4.vnnlib,UNSAT,70.8,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:31:24.645211+00:00
acasxu_2023,ACASXU_run2a_2_9_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.8,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:32:41.389440+00:00
acasxu_2023,ACASXU_run2a_3_1_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:33:58.477372+00:00
acasxu_2023,ACASXU_run2a_3_2_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.6,116,8000,7999,0.001,0.9990,0.9990,1000,0.9970,,,,2026-05-02T05:35:15.860492+00:00
acasxu_2023,ACASXU_run2a_3_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.3,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:36:33.004915+00:00
acasxu_2023,ACASXU_run2a_3_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.4,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:37:49.267434+00:00
acasxu_2023,ACASXU_run2a_3_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:39:05.292296+00:00
acasxu_2023,ACASXU_run2a_3_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:40:22.347413+00:00
acasxu_2023,ACASXU_run2a_3_7_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.0,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:41:38.293746+00:00
acasxu_2023,ACASXU_run2a_3_8_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.8,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:42:56.031336+00:00
acasxu_2023,ACASXU_run2a_3_9_batch_2000.onnx,prop_4.vnnlib,UNSAT,70.7,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:44:11.632927+00:00
acasxu_2023,ACASXU_run2a_4_1_batch_2000.onnx,prop_4.vnnlib,UNKNOWN,68.7,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:45:25.298419+00:00
acasxu_2023,ACASXU_run2a_4_2_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.0,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:46:42.149379+00:00
acasxu_2023,ACASXU_run2a_4_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.7,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:47:59.828368+00:00
acasxu_2023,ACASXU_run2a_4_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:49:16.745871+00:00
acasxu_2023,ACASXU_run2a_4_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.6,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:50:34.276625+00:00
acasxu_2023,ACASXU_run2a_4_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.6,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:51:50.805895+00:00
acasxu_2023,ACASXU_run2a_4_7_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.4,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:53:08.025119+00:00
acasxu_2023,ACASXU_run2a_4_8_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:54:24.224368+00:00
acasxu_2023,ACASXU_run2a_4_9_batch_2000.onnx,prop_4.vnnlib,UNSAT,69.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:55:39.178544+00:00
acasxu_2023,ACASXU_run2a_5_1_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.4,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:56:55.661034+00:00
acasxu_2023,ACASXU_run2a_5_2_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.4,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:58:12.879501+00:00
acasxu_2023,ACASXU_run2a_5_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.5,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T05:59:30.390717+00:00
acasxu_2023,ACASXU_run2a_5_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.3,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:00:46.775025+00:00
acasxu_2023,ACASXU_run2a_5_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:02:03.747907+00:00
acasxu_2023,ACASXU_run2a_5_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,71.8,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:03:20.529013+00:00
acasxu_2023,ACASXU_run2a_5_7_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:04:38.317808+00:00
acasxu_2023,ACASXU_run2a_5_8_batch_2000.onnx,prop_4.vnnlib,UNSAT,72.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:05:55.367146+00:00
acasxu_2023,ACASXU_run2a_5_9_batch_2000.onnx,prop_4.vnnlib,UNSAT,73.0,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:07:13.343627+00:00
acasxu_2023,ACASXU_run2a_1_1_batch_2000.onnx,prop_5.vnnlib,UNKNOWN,72.5,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:08:30.724123+00:00
acasxu_2023,ACASXU_run2a_1_1_batch_2000.onnx,prop_6.vnnlib,UNKNOWN,139.2,116,8000,7999,0.001,0.9990,1.0000,2000,0.9970,,,,2026-05-02T06:10:54.794730+00:00
acasxu_2023,ACASXU_run2a_1_9_batch_2000.onnx,prop_7.vnnlib,UNKNOWN,81.0,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:12:20.651607+00:00
acasxu_2023,ACASXU_run2a_2_9_batch_2000.onnx,prop_8.vnnlib,UNKNOWN,85.1,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:13:50.745423+00:00
acasxu_2023,ACASXU_run2a_3_3_batch_2000.onnx,prop_9.vnnlib,UNKNOWN,71.9,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:15:07.701968+00:00
acasxu_2023,ACASXU_run2a_4_5_batch_2000.onnx,prop_10.vnnlib,UNSAT,74.2,116,8000,7999,0.001,0.9990,1.0000,1000,0.9970,,,,2026-05-02T06:16:26.978876+00:00
