benchmark,onnx_file,vnnlib_file,verdict,wall_s,train_s,verify_s,vnncomp_timeout_s,coverage,q,epsilon_total,delta_total,amls_bounded_eps_2_upper,amls_bounded_detected_unsafe,amls_levels_used,cex_x,cex_y,error,timestamp
acasxu_2023,ACASXU_run2a_1_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,37.8,26.1,11.2,116,1.0000,3.9876,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:02:02.252721+00:00
acasxu_2023,ACASXU_run2a_1_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,40.3,28.7,11.1,116,1.0000,4.3920,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:02:51.231187+00:00
acasxu_2023,ACASXU_run2a_1_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,42.2,30.4,11.3,116,1.0000,5.4539,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:03:41.981957+00:00
acasxu_2023,ACASXU_run2a_1_7_batch_2000.onnx,prop_3.vnnlib,SAT,0.1,0.0,0.0,116,,,,,,,,"[-0.29983821511268616, 0.004844718147069216, 0.4964596629142761, 0.3207450211048126, 0.49337038397789]","[-0.020312519744038582, -0.018860207870602608, -0.018982693552970886, -0.01793908141553402, -0.0179126039147377]",,2026-05-02T01:03:49.660651+00:00
acasxu_2023,ACASXU_run2a_1_8_batch_2000.onnx,prop_3.vnnlib,SAT,0.1,0.0,0.0,116,,,,,,,,"[-0.29983821511268616, 0.004844718147069216, 0.4964596629142761, 0.3207450211048126, 0.49337038397789]","[-0.02025613747537136, -0.019060764461755753, -0.019045403227210045, -0.017956677824258804, -0.01797468028962612]",,2026-05-02T01:03:57.030923+00:00
acasxu_2023,ACASXU_run2a_1_9_batch_2000.onnx,prop_3.vnnlib,SAT,0.1,0.0,0.0,116,,,,,,,,"[-0.29983821511268616, 0.004844718147069216, 0.4964596629142761, 0.3207450211048126, 0.49337038397789]","[-0.020170805975794792, -0.019079508259892464, -0.01904105953872204, -0.018152059987187386, -0.018214842304587364]",,2026-05-02T01:04:03.367654+00:00
acasxu_2023,ACASXU_run2a_2_1_batch_2000.onnx,prop_3.vnnlib,UNSAT,46.4,30.6,15.4,116,1.0000,4.1878,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:04:58.114802+00:00
acasxu_2023,ACASXU_run2a_2_2_batch_2000.onnx,prop_3.vnnlib,UNSAT,37.3,25.7,11.2,116,1.0000,10.9893,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:05:44.271810+00:00
acasxu_2023,ACASXU_run2a_2_3_batch_2000.onnx,prop_3.vnnlib,UNSAT,43.4,31.5,11.3,116,1.0000,4.6600,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:06:36.134100+00:00
acasxu_2023,ACASXU_run2a_2_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,44.2,32.5,11.3,116,0.9995,4.0323,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:07:29.034771+00:00
acasxu_2023,ACASXU_run2a_2_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,44.9,33.2,11.3,116,1.0000,4.1197,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:08:22.538738+00:00
acasxu_2023,ACASXU_run2a_2_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,47.7,32.2,15.0,116,0.9995,4.2687,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:09:18.807512+00:00
acasxu_2023,ACASXU_run2a_2_7_batch_2000.onnx,prop_3.vnnlib,UNSAT,45.1,33.4,11.2,116,0.9995,4.2385,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:10:12.687015+00:00
acasxu_2023,ACASXU_run2a_2_8_batch_2000.onnx,prop_3.vnnlib,UNSAT,46.6,31.0,15.1,116,1.0000,5.6395,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:11:07.763146+00:00
acasxu_2023,ACASXU_run2a_2_9_batch_2000.onnx,prop_3.vnnlib,UNSAT,45.3,33.5,11.3,116,1.0000,4.5913,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:12:01.792418+00:00
acasxu_2023,ACASXU_run2a_3_1_batch_2000.onnx,prop_3.vnnlib,UNSAT,43.8,27.9,15.4,116,0.9995,4.6062,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:12:54.080890+00:00
acasxu_2023,ACASXU_run2a_3_2_batch_2000.onnx,prop_3.vnnlib,UNSAT,38.7,26.8,11.5,116,1.0000,5.6143,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:13:41.707886+00:00
acasxu_2023,ACASXU_run2a_3_3_batch_2000.onnx,prop_3.vnnlib,UNSAT,43.3,31.6,11.3,116,1.0000,4.7774,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:14:33.505548+00:00
acasxu_2023,ACASXU_run2a_3_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,43.4,27.7,15.2,116,0.9995,4.4283,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:15:25.734959+00:00
acasxu_2023,ACASXU_run2a_3_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,45.9,30.2,15.1,116,1.0000,4.2158,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:16:20.322584+00:00
acasxu_2023,ACASXU_run2a_3_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,42.1,30.4,11.2,116,1.0000,4.3658,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:17:11.110108+00:00
acasxu_2023,ACASXU_run2a_3_7_batch_2000.onnx,prop_3.vnnlib,UNSAT,45.5,33.7,11.3,116,1.0000,4.0971,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:18:05.195566+00:00
acasxu_2023,ACASXU_run2a_3_8_batch_2000.onnx,prop_3.vnnlib,UNSAT,38.3,26.5,11.4,116,1.0000,4.9895,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:18:52.205802+00:00
acasxu_2023,ACASXU_run2a_3_9_batch_2000.onnx,prop_3.vnnlib,UNSAT,39.4,27.5,11.4,116,0.9995,3.7019,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:19:40.281202+00:00
acasxu_2023,ACASXU_run2a_4_1_batch_2000.onnx,prop_3.vnnlib,UNSAT,42.7,27.2,15.1,116,1.0000,5.6993,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:20:31.706268+00:00
acasxu_2023,ACASXU_run2a_4_2_batch_2000.onnx,prop_3.vnnlib,UNSAT,43.4,31.7,11.3,116,0.9990,3.6030,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:21:23.656395+00:00
acasxu_2023,ACASXU_run2a_4_3_batch_2000.onnx,prop_3.vnnlib,UNSAT,36.7,24.9,11.2,116,1.0000,4.5455,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:22:08.859542+00:00
acasxu_2023,ACASXU_run2a_4_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,46.0,30.2,15.3,116,1.0000,4.1206,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:23:03.615123+00:00
acasxu_2023,ACASXU_run2a_4_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,41.3,29.6,11.1,116,0.9990,4.2912,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:23:53.717366+00:00
acasxu_2023,ACASXU_run2a_4_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,45.6,33.7,11.4,116,1.0000,20.2714,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:24:47.875413+00:00
acasxu_2023,ACASXU_run2a_4_7_batch_2000.onnx,prop_3.vnnlib,UNSAT,42.1,26.6,15.0,116,1.0000,3.9845,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:25:38.611319+00:00
acasxu_2023,ACASXU_run2a_4_8_batch_2000.onnx,prop_3.vnnlib,UNSAT,44.9,33.5,11.0,116,1.0000,4.2634,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:26:32.222120+00:00
acasxu_2023,ACASXU_run2a_4_9_batch_2000.onnx,prop_3.vnnlib,UNSAT,39.4,27.4,11.5,116,1.0000,3.8123,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:27:20.071098+00:00
acasxu_2023,ACASXU_run2a_5_1_batch_2000.onnx,prop_3.vnnlib,UNSAT,40.8,29.0,11.3,116,1.0000,5.5342,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:28:09.546459+00:00
acasxu_2023,ACASXU_run2a_5_2_batch_2000.onnx,prop_3.vnnlib,UNSAT,36.5,25.0,11.0,116,1.0000,4.0924,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:28:54.791684+00:00
acasxu_2023,ACASXU_run2a_5_3_batch_2000.onnx,prop_3.vnnlib,UNSAT,44.7,33.0,11.2,116,0.9995,3.8143,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:29:48.134378+00:00
acasxu_2023,ACASXU_run2a_5_4_batch_2000.onnx,prop_3.vnnlib,UNSAT,37.3,25.6,11.2,116,1.0000,4.2427,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:30:34.068902+00:00
acasxu_2023,ACASXU_run2a_5_5_batch_2000.onnx,prop_3.vnnlib,UNSAT,37.4,25.6,11.5,116,0.9990,4.1769,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:31:20.092964+00:00
acasxu_2023,ACASXU_run2a_5_6_batch_2000.onnx,prop_3.vnnlib,UNSAT,45.6,33.8,11.3,116,1.0000,4.2853,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:32:14.222609+00:00
acasxu_2023,ACASXU_run2a_5_7_batch_2000.onnx,prop_3.vnnlib,UNSAT,37.0,25.4,11.1,116,1.0000,4.0613,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:32:59.895750+00:00
acasxu_2023,ACASXU_run2a_5_8_batch_2000.onnx,prop_3.vnnlib,UNSAT,39.7,27.8,11.4,116,0.9990,4.3957,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:33:48.174518+00:00
acasxu_2023,ACASXU_run2a_5_9_batch_2000.onnx,prop_3.vnnlib,UNSAT,44.6,32.7,11.3,116,0.9995,5.4477,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:34:41.455010+00:00
acasxu_2023,ACASXU_run2a_1_1_batch_2000.onnx,prop_4.vnnlib,UNSAT,36.2,24.7,11.1,116,1.0000,3.8931,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:35:26.284117+00:00
acasxu_2023,ACASXU_run2a_1_2_batch_2000.onnx,prop_4.vnnlib,UNSAT,45.8,34.2,11.1,116,1.0000,3.7113,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:36:20.642238+00:00
acasxu_2023,ACASXU_run2a_1_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,44.8,29.0,15.3,116,0.9985,3.7592,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:37:14.167706+00:00
acasxu_2023,ACASXU_run2a_1_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,41.6,30.0,11.1,116,0.9995,4.0289,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:38:04.348971+00:00
acasxu_2023,ACASXU_run2a_1_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.9,26.2,11.2,116,0.9995,3.9727,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:38:50.821334+00:00
acasxu_2023,ACASXU_run2a_1_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,42.2,26.7,15.0,116,0.9990,3.5128,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:39:41.650452+00:00
acasxu_2023,ACASXU_run2a_1_7_batch_2000.onnx,prop_4.vnnlib,SAT,0.1,0.0,0.0,116,,,,,,,,"[-0.29983821511268616, 0.004844718147069216, 0.0, 0.33704090118408203, 0.1639043241739273]","[-0.01773252710700035, -0.017429588362574577, -0.017247619107365608, -0.016166942194104195, -0.01583857834339142]",,2026-05-02T01:39:49.282540+00:00
acasxu_2023,ACASXU_run2a_1_8_batch_2000.onnx,prop_4.vnnlib,SAT,0.1,0.0,0.0,116,,,,,,,,"[-0.29983821511268616, 0.004844718147069216, 0.0, 0.33704090118408203, 0.1639043241739273]","[-0.019835203886032104, -0.017432179301977158, -0.017909709364175797, -0.016368452459573746, -0.017077092081308365]",,2026-05-02T01:39:56.586347+00:00
acasxu_2023,ACASXU_run2a_1_9_batch_2000.onnx,prop_4.vnnlib,SAT,0.1,0.0,0.0,116,,,,,,,,"[-0.29983821511268616, 0.004844718147069216, 0.0, 0.33704090118408203, 0.1639043241739273]","[-0.019781168550252914, -0.017917824909090996, -0.018115805462002754, -0.0169698316603899, -0.017324324697256088]",,2026-05-02T01:40:03.533518+00:00
acasxu_2023,ACASXU_run2a_2_1_batch_2000.onnx,prop_4.vnnlib,UNSAT,38.1,26.4,11.2,116,1.0000,4.6472,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:40:49.894876+00:00
acasxu_2023,ACASXU_run2a_2_2_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.4,25.9,11.1,116,0.9995,4.8214,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:41:36.027495+00:00
acasxu_2023,ACASXU_run2a_2_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.3,25.6,11.3,116,0.9995,4.0249,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:42:21.985837+00:00
acasxu_2023,ACASXU_run2a_2_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,36.5,24.7,11.4,116,1.0000,4.3375,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:43:06.979021+00:00
acasxu_2023,ACASXU_run2a_2_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,47.8,32.0,15.2,116,0.9995,4.8232,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:44:03.553700+00:00
acasxu_2023,ACASXU_run2a_2_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,43.7,32.0,11.2,116,0.9990,3.4908,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:44:55.869573+00:00
acasxu_2023,ACASXU_run2a_2_7_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.3,25.8,11.0,116,0.9995,3.7096,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:45:41.768205+00:00
acasxu_2023,ACASXU_run2a_2_8_batch_2000.onnx,prop_4.vnnlib,UNSAT,42.6,27.0,15.1,116,0.9995,4.6712,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:46:32.901884+00:00
acasxu_2023,ACASXU_run2a_2_9_batch_2000.onnx,prop_4.vnnlib,UNSAT,38.0,26.3,11.2,116,1.0000,3.1896,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:47:19.394223+00:00
acasxu_2023,ACASXU_run2a_3_1_batch_2000.onnx,prop_4.vnnlib,UNSAT,39.1,27.5,11.1,116,0.9995,3.8334,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:48:07.283712+00:00
acasxu_2023,ACASXU_run2a_3_2_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.4,25.8,11.1,116,1.0000,4.2061,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:48:53.202744+00:00
acasxu_2023,ACASXU_run2a_3_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,41.7,26.2,15.0,116,1.0000,5.1935,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:49:43.537380+00:00
acasxu_2023,ACASXU_run2a_3_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,42.9,31.2,11.2,116,0.9995,4.4413,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:50:35.089611+00:00
acasxu_2023,ACASXU_run2a_3_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,42.2,30.6,11.1,116,0.9990,4.0048,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:51:25.794771+00:00
acasxu_2023,ACASXU_run2a_3_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,40.1,27.9,11.7,116,0.9995,3.2998,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:52:14.601865+00:00
acasxu_2023,ACASXU_run2a_3_7_batch_2000.onnx,prop_4.vnnlib,UNSAT,39.4,27.5,11.4,116,0.9995,4.2933,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:53:02.548130+00:00
acasxu_2023,ACASXU_run2a_3_8_batch_2000.onnx,prop_4.vnnlib,UNSAT,42.4,30.6,11.3,116,1.0000,4.3582,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:53:53.522992+00:00
acasxu_2023,ACASXU_run2a_3_9_batch_2000.onnx,prop_4.vnnlib,UNSAT,43.1,27.4,15.2,116,0.9995,3.9586,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:54:45.299990+00:00
acasxu_2023,ACASXU_run2a_4_1_batch_2000.onnx,prop_4.vnnlib,UNSAT,38.3,26.7,11.1,116,0.9990,4.4298,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:55:32.164283+00:00
acasxu_2023,ACASXU_run2a_4_2_batch_2000.onnx,prop_4.vnnlib,UNSAT,42.4,30.7,11.2,116,0.9995,4.3471,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:56:23.128981+00:00
acasxu_2023,ACASXU_run2a_4_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,36.4,24.9,11.1,116,1.0000,3.8880,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:57:08.216036+00:00
acasxu_2023,ACASXU_run2a_4_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,42.1,30.4,11.2,116,0.9985,3.8718,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:57:58.919310+00:00
acasxu_2023,ACASXU_run2a_4_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.0,25.2,11.3,116,1.0000,4.5953,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:58:44.573302+00:00
acasxu_2023,ACASXU_run2a_4_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,43.7,31.8,11.4,116,1.0000,3.4997,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T01:59:36.989085+00:00
acasxu_2023,ACASXU_run2a_4_7_batch_2000.onnx,prop_4.vnnlib,UNSAT,40.0,28.2,11.2,116,0.9995,4.5445,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:00:25.678506+00:00
acasxu_2023,ACASXU_run2a_4_8_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.3,25.7,11.1,116,0.9995,4.1195,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:01:11.653257+00:00
acasxu_2023,ACASXU_run2a_4_9_batch_2000.onnx,prop_4.vnnlib,UNSAT,38.7,27.0,11.1,116,0.9990,5.0425,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:01:59.025473+00:00
acasxu_2023,ACASXU_run2a_5_1_batch_2000.onnx,prop_4.vnnlib,UNSAT,44.2,32.6,11.1,116,1.0000,4.4901,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:02:51.261785+00:00
acasxu_2023,ACASXU_run2a_5_2_batch_2000.onnx,prop_4.vnnlib,UNSAT,45.9,30.0,15.4,116,0.9995,4.1355,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:03:45.710509+00:00
acasxu_2023,ACASXU_run2a_5_3_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.0,25.4,11.2,116,0.9995,4.6191,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:04:31.368989+00:00
acasxu_2023,ACASXU_run2a_5_4_batch_2000.onnx,prop_4.vnnlib,UNSAT,43.9,28.3,15.1,116,0.9995,3.9556,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:05:23.897442+00:00
acasxu_2023,ACASXU_run2a_5_5_batch_2000.onnx,prop_4.vnnlib,UNSAT,40.0,28.0,11.4,116,1.0000,4.2225,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:06:12.378956+00:00
acasxu_2023,ACASXU_run2a_5_6_batch_2000.onnx,prop_4.vnnlib,UNSAT,36.4,24.7,11.4,116,1.0000,4.3396,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:06:57.400221+00:00
acasxu_2023,ACASXU_run2a_5_7_batch_2000.onnx,prop_4.vnnlib,UNSAT,36.0,24.5,11.1,116,0.9990,4.8608,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:07:39.992892+00:00
acasxu_2023,ACASXU_run2a_5_8_batch_2000.onnx,prop_4.vnnlib,UNSAT,37.5,25.7,11.4,116,0.9995,3.9966,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:08:26.043481+00:00
acasxu_2023,ACASXU_run2a_5_9_batch_2000.onnx,prop_4.vnnlib,UNSAT,39.4,27.8,11.1,116,1.0000,4.0498,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:09:14.136311+00:00
acasxu_2023,ACASXU_run2a_1_1_batch_2000.onnx,prop_5.vnnlib,UNKNOWN,41.2,33.3,7.3,116,1.0000,5.9849,0.0108,0.9960,9.7822e-03,True,9,,,,2026-05-02T02:10:03.783297+00:00
acasxu_2023,ACASXU_run2a_1_1_batch_2000.onnx,prop_6.vnnlib,UNSAT,75.5,30.4,44.6,116,1.0000,124.5501,0.0020,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:12:55.223962+00:00
acasxu_2023,ACASXU_run2a_1_9_batch_2000.onnx,prop_7.vnnlib,UNKNOWN,33.3,25.9,6.9,116,1.0000,35.1953,0.0010,0.9960,8.9869e-11,True,12,,,,2026-05-02T02:13:37.744235+00:00
acasxu_2023,ACASXU_run2a_2_9_batch_2000.onnx,prop_8.vnnlib,UNKNOWN,49.2,26.2,22.5,116,0.9990,6.8579,0.0152,0.9960,1.4168e-02,True,30,,,,2026-05-02T02:14:35.636646+00:00
acasxu_2023,ACASXU_run2a_3_3_batch_2000.onnx,prop_9.vnnlib,UNKNOWN,34.1,32.4,1.2,116,1.0000,4.3269,0.0084,0.9960,7.3771e-03,True,2,,,,2026-05-02T02:15:18.384329+00:00
acasxu_2023,ACASXU_run2a_4_5_batch_2000.onnx,prop_10.vnnlib,UNSAT,88.0,27.3,60.1,116,1.0000,0.0662,0.0010,0.9960,3.1125e-30,False,30,,,,2026-05-02T02:16:54.902611+00:00
